team_id,team_name,country,academic
4418,heX,RU,0
4419,0ops,CN,1
4425,LongCat,,0
4427,New_LucA,RO,0
4428,Cat-n-Fish,RU,0
4434,Hexpresso,FR,0
4685,벌레잡이,KR,0
4687,The ReiserFS APpreciation Society,CX,0
4693,TeamName,TW,0
4695,SomeRandomName,,0
4701,CERT,,0
4703,Pwn,,0
4709,MELTDOWN,,0
4710,Shadow Cats,US,0
4723,visitor,,0
4733,Novice,,0
4735,cr0,,0
4736,Drety,,0
4737,alien,,0
4743,LiNe,,0
4744,uou_unknown,,0
4746,EndToEnd,,0
4749,larva,,0
4752,Hack The World,,0
4759,rigel,,0
4761,0xh4d3s,VN,0
4764,Real,,0
4772,juno,,0
4774,CSS,,0
4775,abcde,,0
4784,Mole,,0
4786,Black,,0
4787,SA,,0
4793,MARS,,0
4798,ccmnr,,0
4800,pwet,,0
4802,bitches,,0
4803,gogo,,0
4804,d1am0nd,,0
4809,nb,VN,0
4815,yahoo,,0
4818,EpicTeam,RU,0
4823,rik,,0
4825,ilumi,,0
4829,bean,,0
4845,CPC,,0
4854,9447,AU,1
4859,SIGILL,US,0
4861,TRex,RU,0
4869,Stranger,,0
4873,criple_ripper,,0
4875,wget,BZ,0
4877,Slackers,,0
4881,p1x3l4t0r,US,0
4882,r3b00+,IN,0
4890,Men in Black Hats,,0
4894,team enu,JP,0
4896,Titan,,0
4899,MMA,JP,1
4901,dsns,TW,0
4903,Intrusion Injection System,,0
4905,Knights Of The Round Table,,0
4907,Kaizen,,0
4918,kosh,,0
4919,DENKOSEKKA,,0
4926,Vegan Zombies,US,0
4931,ddodd,,0
4934,0x101,IN,0
4939,L1ght4Freedom,,0
4942,psaux,,0
4949,lethal,,0
4951,Spike Krew,US,0
4952,Sigma,CN,0
4960,pr0v3rbs,KR,0
4984,team123,,0
4988,daedalus,,0
4991,JmpOnOverflow,,0
5014,hellothere123421,,0
5019,bleeblap,,0
5030,friedchicken,,0
5031,HakunaMatata,,0
5053,EverTokki,KR,0
5054,noxus,,0
5070,billynomates,,0
5071,balls,GB,0
5084,Securinets,TN,1
5087,hwood,,0
5088,crypto_is_hard,US,0
5093,Zolmeister,US,0
5098,Stand Alone Complex,,0
5102,KmaSecurity,VN,0
5107,Glimpses of Grandeur,US,0
5111,Mad Hatters,GB,0
5114,tempteam,,0
5117,CRAX,,0
5124,Hexploit,,0
5125,foo_bar,,0
5129,hyoub9un,,0
5135,mau5,MN,0
5140,Blue-Whale,CN,0
5142,BC,AU,0
5144,reTEK,HU,0
5145,mu,PL,0
5147,Cyberia,,0
5148,zzz,PL,0
5149,riticalc,IR,0
5151,m4tux,TN,0
5152,p4,PL,0
5160,217,TW,1
5162,tomcr00se,US,0
5163,KiTs,,0
5164,bit0n,,0
5168,Qubit,,0
5169,YMHC.gz,,0
5171,Polaris,CN,0
5173,dj,,0
5178,Geek,IR,0
